,Hava,Seyis,Unnamed: 2,TR
11723,Siyamet,Ediz,,TR
11729,Aziz,Durmaz,,TR
11733,Kote,Kaxniashvili,,TR
11734,Eshat,Aslan,,TR
11736,Ahmet,Koken,,TR
11739,Bunyamin,Demir,,TR
11742,Adem,Duran,,TR
11744,Musa,Evce,,TR
11745,Ramadan,Kaya,,TR
11746,Hayati,Gocer,,TR
11747,Deniz,Doruk,,TR
11749,Omar,Omar,,TR
11752,Serhat,Erdal,,TR
11753,Fesih,Cicek,,TR
11757,Saim,Saim,,TR
11758,Engin,Acar,,TR
11759,Ramazan,Cengiz,,TR
11764,Hakan,Ergi,,TR
11765,Vedat,Teyhun,,TR
11767,Mehmet,Medeni,,TR
11768,Emre,Ilmas,,TR
11769,Meryem,Uzun,,TR
11774,Ismail,Harbi,,TR
11775,Arife,Sahin,,TR
11776,Mehmet,Ali,,TR
11777,Nusrettin,Yildirim,,TR
11779,Dilever,Sarohan,,TR
11781,Na,Na,,TR
11782,Berkay,Sengun,,TR
11783,Levan,Mamardashvili,,TR
11786,Bengin,Aslan,,TR
11787,Senem,Asar,,TR
11788,Hayrunnisa,Aksoy,,TR
11789,Murat,Keser,,TR
11791,Hamdullah,Demir,,TR
11792,Hasan,Zengin,,TR
11794,Rame,Albakkar,,TR
11795,Mikail,Erdinc,,TR
11797,Umit,Dede,,TR
11798,Efe,Kosova,,TR
11799,Aylin,Kocas,,TR
11802,Bekir,Mehli,,TR
11804,Hilal,Atasever,,TR
11808,Mahmut,Tek,,TR
11809,Izaat,Barware,,TR
11810,Onur,Kahve,,TR
11816,Ali,Karaisli,,TR
11818,Ali,Sengu,,TR
11822,Avalonia,Yanen,,TR
11824,Latifenur,Satmaz,,TR
11832,Aziz,Saray,,TR
11833,Serif,Berk,,TR
11835,Hayri,Pehlivan,,TR
11836,Kadir,Kargi,,TR
11837,Tuba,Karakaplan,,TR
11838,Asiye,Selcuk,,TR
11839,Didem,Karademir,,TR
11840,Kadir,Zeren,,TR
11843,Nehir,Irmak,,TR
11844,Kemal,Kondu,,TR
11845,Onur,Kasdal,,TR
11846,Nuri,Bozkurt,,TR
11848,Yakup,Arduc,,TR
11851,Serdar,Kibar,,TR
11853,Ekrem,Turkut,,TR
11855,Ersin,Tekin,,TR
11857,Demir,Sevdik,,TR
11858,Fouad,Azawi,,TR
11860,Yakup,Maral,,TR
11862,Erkan,Arslan,,TR
11864,Yusuf,Tugrul,,TR
11865,Mehmet,Elgin,,TR
11866,Melis,Ursula,,TR
11868,Melisa,Demir,,TR
11872,Osman,Dursun,,TR
11873,Muzaffer,Alaftar,,TR
11874,Fatma,Yetis,,TR
11877,Ekrem,Balta,,TR
11878,Aysel,Kabadayi,,TR
11883,Rukiye,Mutlu,,TR
11889,Kenan,Kaynak,,TR
11890,Osman,Dereli,,TR
11891,Ahmet,Erdem,,TR
11897,Serhat,Elmas,,TR
11899,Seda,Doyan,,TR
11903,Ekrem,Toprak,,TR
11905,Burak,Karaduman,,TR
11908,Mehmet,Kunduz,,TR
11911,Eda,Demir,,TR
11915,Wassi,Shah,,TR
11916,Batuhan,Arikan,,TR
11920,Turan,Erdem,,TR
11922,Mahmut,Arslanca,,TR
11923,Bedirhan,Dilek,,TR
11925,Adem,Hotaman,,TR
11927,Seher,Basariraltan,,TR
11928,Metin,Balbal,,TR
11929,Ayse,Tabak,,TR
11931,Mehmet,Altun,,TR
11932,Muhammed,Karakaya,,TR
11933,Soner,Demirbilek,,TR
11936,Kerem,Cigdem,,TR
11938,Murat,Kotan,,TR
11940,Uygar,Marul,,TR
11945,Mohammad,Lahham,,TR
11947,Ahmet,Yesil,,TR
11948,Erhan,Gul,,TR
11955,Selman,Uzun,,TR
11959,Sudenazz,Sudenazz,,TR
11962,Yavuz,Ari,,TR
11966,Armagan,Kosan,,TR
11967,Ahmet,Celik,,TR
11968,Taner,Alevok,,TR
11972,Melahat,Bektan,,TR
11975,Lara,Altaweel,,TR
11976,Mehmet,Kaplan,,TR
11978,Mhammad,Ja,,TR
11979,Ali,Hamdan,,TR
11981,Nazine,Saribayir,,TR
11985,Ammar,Baghdadi,,TR
11989,Hamdiye,Demir,,TR
11990,Dilek,Damla,,TR
11991,Amerzz,Alromnse,,TR
11993,Umut,Kandemir,,TR
11994,Serce,Yildiz,,TR
11995,Ghena,Ghena,,TR
11999,Gizem,Cankurtaran,,TR
12000,Fatma,Tuncer,,TR
12002,Hussein,Mussa,,TR
12003,Gulafer,Zar,,TR
12015,Murat,Kaya,,TR
12016,Nusret,Kabay,,TR
12018,Deniz,Aksoy,,TR
12021,Fatma,Demir,,TR
12026,Zuleyha,Hatice,,TR
12030,Mahmuthan,Uslu,,TR
12035,Aysehanim,Horadik,,TR
12037,Mete,Demir,,TR
12041,Aysel,Makinson,,TR
12042,Mehtap,Tuber,,TR
12043,Eylul,Akoz,,TR
12047,Kadir,Bilgin,,TR
12048,Mustafa,Arda,,TR
12049,Ufuk,Duman,,TR
12050,Dilan,Diler,,TR
12051,Cem,Sarikaya,,TR
12053,Muhterem,Derin,,TR
12054,Neziha,Ekici,,TR
12055,Elif,Seker,,TR
12056,Ihsan,Aslan,,TR
12057,Ihsan,Demircan,,TR
12059,La,Fayelline,,TR
12061,Vedat,Konak,,TR
12063,Turan,Ongul,,TR
12064,Sefer,Ceyhan,,TR
12065,Lena,Klepova,,TR
12066,Mustafa,Kucun,,TR
12067,Haydar,Demir,,TR
12069,Vedat,Kaya,,TR
12073,Naci,Sakar,,TR
12076,Fatih,Oral,,TR
12077,Hikmet,Gokren,,TR
12079,Hasan,Ali,,TR
12086,Deniz,Deniz,,TR
12089,Samet,Karademir,,TR
12092,Fikri,Catalkaya,,TR
12093,Cavit,Kaleboy,,TR
12095,Hasan,Atav,,TR
12097,Abdullah,Demir,,TR
12098,Su,Damla,,TR
12099,Cengiz,Demir,,TR
12100,Berk,Can,,TR
12106,Mehmet,Soy,,TR
12108,Bayram,Eregli,,TR
12109,Teyfik,Akin,,TR
12111,Sebiha,Celik,,TR
12112,Aybike,Ismanova,,TR
12114,Kalid,Ways,,TR
12119,Esin,Yorur,,TR
12120,Teyfik,Eker,,TR
12122,Nuriye,Keser,,TR
12129,Kadir,Atac,,TR
12132,Murat,Ogun,,TR
12134,Halil,Pan,,TR
12137,Veysel,Aslan,,TR
12138,Canan,Nemli,,TR
12139,Gemma,Bajesta,,TR
12141,Talay,Sara,,TR
12142,Mustafa,Bulduk,,TR
12145,Hayriye,Demir,,TR
12147,Yasin,Eren,,TR
12148,Arda,Berk,,TR
12151,Mehmet,Onur,,TR
12153,Arhan,Arhan,,TR
12154,Mustafa,Aksakal,,TR
12156,Baki,Eryilmaz,,TR
12157,Hasan,Oza,,TR
12159,Hakan,Avci,,TR
12161,Talet,Aksakal,,TR
12164,Yunus,Ezer,,TR
12165,Nurgul,Can,,TR
12168,Poyraz,Acar,,TR
12172,Burak,Aslan,,TR
12173,Yusuf,Ulusoy,,TR
12175,Alper,Akcaba,,TR
12183,Niski,Sayto,,TR
12187,Ali,Moradi,,TR
12188,Asan,Osmanov,,TR
12189,Fusun,Yapar,,TR
12190,Hasan,Koca,,TR
12193,Fafime,Altas,,TR
12194,Mesude,Kavraz,,TR
12195,Burak,Surol,,TR
12196,Erol,Eraslan,,TR
12197,Muhammet,Cankaya,,TR
12198,Iffet,Kose,,TR
12206,Elena,Plavina,,TR
12210,Karina,Yurevna,,TR
12217,Emre,Dursun,,TR
12218,Cansu,Alptekin,,TR
12219,Muhammet,Altun,,TR
12220,Db,Kz,,TR
12222,Enver,Yanar,,TR
12226,Beritan,Orjnllorj,,TR
12229,Mustafa,Ozyurt,,TR
12233,Sinan,Atalay,,TR
12238,Salim,Yaman,,TR
12241,Mehmet,Kartaller,,TR
12242,Saeid,Pakdel,,TR
12243,Hamdi,Erduvan,,TR
12245,Saban,Buzkan,,TR
12247,Metin,Baydemir,,TR
12251,Bekir,Onat,,TR
12253,Fatma,Akkaya,,TR
12257,Harun,Baba,,TR
12259,Kemalettin,Can,,TR
12261,Nilwp,Yildiz,,TR
12263,Yadigar,Tekin,,TR
12264,Dogukan,Kadan,,TR
12265,Fadime,Unal,,TR
12268,Eslem,Tc,,TR
12269,Kadir,Keskin,,TR
12271,Faruk,Keskin,,TR
12272,Merve,Ince,,TR
12273,Halit,Eken,,TR
12277,Halil,Sal,,TR
12278,Ramazan,Bozkurt,,TR
12279,Hasan,Yuksel,,TR
12280,Ramazan,Karaman,,TR
12283,Ceyhun,Tezcan,,TR
12284,Raifcan,Toprak,,TR
12285,Ahmet,Safak,,TR
12289,Aysun,Aksoy,,TR
12290,Mehmet,Budak,,TR
12295,Emre,As,,TR
12296,Samer,Alghzzi,,TR
12297,Abdulsamet,Ozcicek,,TR
12299,Fatih,Korkmaz,,TR
12300,Mhmod,Abood,,TR
12302,Sevda,Aras,,TR
12304,Akan,Sayinta,,TR
12312,Mohamad,Re,,TR
12317,Melek,Pala,,TR
12318,Elif,Sude,,TR
12319,Ramin,Sakhizada,,TR
12321,Mircan,Ahmet,,TR
12322,Mhmod,Kardy,,TR
12330,Mustafa,Bici,,TR
12331,Bulut,Efe,,TR
12332,Mehmet,Kaya,,TR
12338,Emirkhan,Turkmen,,TR
12340,Irade,Kamilova,,TR
12342,Firri,Ali,,TR
12343,Cora,Bak,,TR
12344,Mohamad,Ameen,,TR
12345,Riaz,Stanikzy,,TR
12347,Esmatulah,Muhabat,,TR
12348,Hasim,Mazari,,TR
12349,Burak,Kochan,,TR
12350,Aziz,Sherzad,,TR
12351,Asiye,Bozlak,,TR
12352,Musa,Aypek,,TR
12354,Faiz,Ali,,TR
12356,Asya,Demir,,TR
12358,Selahattin,Huy,,TR
12363,Faysal,Turan,,TR
12364,Osman,Yardimci,,TR
12366,Hamdi,Yamanel,,TR
12367,Umahan,Bacak,,TR
12369,Canan,Acar,,TR
12372,Basar,Ete,,TR
12377,Ayten,Kaya,,TR
12380,Mohamad,Daimuk,,TR
12381,Cuma,Alp,,TR
12382,Kasimtemelli,Temelli,,TR
12386,Kadir,Bildik,,TR
12387,Abrahm,Alssalm,,TR
12391,Aysun,Uysal,,TR
12393,Fuat,Kanat,,TR
12394,Mohamad,Zitony,,TR
12398,Tulin,Uzun,,TR
12399,Belgizar,Aksarayli,,TR
12401,Mehmet,Acun,,TR
12402,Seher,Su,,TR
12403,Mustafa,Aldemir,,TR
12404,Yasin,Albayrak,,TR
12408,Adnan,Nabelsi,,TR
12410,Wared,Sy,,TR
12412,Mohammadbashir,Auobi,,TR
12414,Tuncay,Bostanci,,TR
12415,Aycan,Aydede,,TR
12418,Mehmet,Duru,,TR
12420,Amir,Alddin,,TR
12421,Ammar,Klaf,,TR
12423,Aysel,Yigit,,TR
12425,Derya,Tiryaki,,TR
12426,Mustafa,Bezci,,TR
12429,Osman,Abay,,TR
12432,Erdi,Korkmaz,,TR
12433,Yaman,Dewean,,TR
12434,Tolunay,Arslan,,TR
12435,Yasemin,Bay,,TR
12439,Halil,Kula,,TR
12441,Ramazan,Tilki,,TR
12443,Salim,Aydin,,TR
12444,Zeynep,Orkut,,TR
12445,Nafiz,Guvenosman,,TR
12446,Seyfettin,Kizilaslan,,TR
12451,Ibrahim,Senyurt,,TR
12454,Adem,Caylan,,TR
12456,Elif,Toklu,,TR
12458,Ali,Kakar,,TR
12461,Aydin,Acar,,TR
12462,Ali,Secgin,,TR
12471,Osman,Keskin,,TR
12478,Kemal,Kor,,TR
12479,Bekir,Kopan,,TR
12486,Zehra,Akyol,,TR
12488,Ufuk,Akinci,,TR
12494,Osi,Con,,TR
12496,Hakan,Baran,,TR
12497,Mehmet,Can,,TR
12498,Fatma,Dincer,,TR
12500,Meral,Demir,,TR
12503,Komu,Tan,,TR
12504,Osman,Yildiz,,TR
12506,Fatma,Tufekci,,TR
12507,Uncookie,Muck,,TR
12508,Nergis,Gul,,TR
12510,Ahmet,Acar,,TR
12512,Jet,House,,TR
12514,Orhan,Mutaf,,TR
12516,Dan,Hartman,,TR
12518,Sinan,Kaya,,TR
12519,Mehmet,Ispir,,TR
12521,Ali,Rejo,,TR
12523,Devrim,Boran,,TR
12524,Kemal,Duman,,TR
12526,Furkan,Aslan,,TR
12530,Necat,Bozkan,,TR
12535,Ahmet,Kerem,,TR
12537,Nail,Erol,,TR
12540,Mustafa,Mj,,TR
12544,Dilara,Aslanbas,,TR
12545,Katibe,Uzun,,TR
12560,Farzaneh,Azizi,,TR
12562,Ergul,Uysal,,TR
12565,Denys,Nikiforov,,TR
12569,Musa,Kaya,,TR
12570,Sefa,Yildiz,,TR
12572,Necati,Erden,,TR
12573,Dilek,Kaplan,,TR
12576,Ismail,Solak,,TR
12579,Erhan,Akyol,,TR
12580,Kadir,Topcu,,TR
12582,Ramazan,Kaya,,TR
12583,Emine,Durbal,,TR
12584,Ismail,Durbal,,TR
12585,Nuri,Aldaku,,TR
12588,Yagmur,Sayan,,TR
12592,Ethem,Kuzu,,TR
12593,Snajrurk,Jantimbab,,TR
12601,Ahmet,Albay,,TR
12604,Filiz,Alkaya,,TR
12611,Dursun,Duysak,,TR
12613,Mehmet,Cansiz,,TR
12616,Orhan,Atli,,TR
12619,Metin,Yonaz,,TR
12623,Mehmet,Uzun,,TR
12627,Victor,Hugo,,TR
12629,Ercan,Saridogan,,TR
12630,Akif,Bal,,TR
12631,Khaled,Alakla,,TR
12632,Mesut,Kaynak,,TR
12635,Mehmet,Yildiz,,TR
12641,Ahmet,Kasmo,,TR
12642,Alpay,Ince,,TR
12644,Muhammet,Karasakal,,TR
12645,Yener,Esk,,TR
12646,Erol,Yaman,,TR
12647,Semra,Bulut,,TR
12649,Soner,Yener,,TR
12655,Mustafa,Altinok,,TR
12658,Rana,Soylu,,TR
12662,Celal,Koseoglu,,TR
12663,Rukiye,Sancar,,TR
12666,Kadir,Esnek,,TR
12668,Sibel,Ertugrul,,TR
12670,Emre,Kayaci,,TR
12671,Bircan,Durukan,,TR
12678,Etibar,Abbasov,,TR
12679,Murat,Demirel,,TR
12680,Koray,Akmuy,,TR
12681,Ibrahim,Tolukan,,TR
12682,Cavit,Kuru,,TR
12687,Hasan,Karaman,,TR
12691,Mehmet,Bora,,TR
12692,Onur,Aksu,,TR
12694,Ummuhan,Gun,,TR
12697,Emirhan,Ayhan,,TR
12701,Hasan,Daban,,TR
12702,Seray,Eken,,TR
12706,Ercan,Korgun,,TR
12707,Malikah,Haidari,,TR
12708,Keder,Elikara,,TR
12711,Mehmet,Naldemirci,,TR
12712,Mesoo,Yazar,,TR
12713,Engln,Tomak,,TR
12714,Mustafa,Tosun,,TR
12716,Nuran,Sel,,TR
12717,Mete,Arslan,,TR
12718,Erol,Tavan,,TR
12719,Nurettin,Kocer,,TR
12721,Murat,Kos,,TR
12723,Melis,Sayer,,TR
12724,Yusuf,Koksal,,TR
12725,Musa,Albayrak,,TR
12726,Ayten,Can,,TR
12727,Yusuf,Mayda,,TR
12732,Dursun,Dengiz,,TR
12733,Alp,Soydan,,TR
12741,Akif,Tuylu,,TR
12742,Nazli,Huyukuru,,TR
12745,Suat,Kas,,TR
12750,Sinem,Ozun,,TR
12751,Mehmet,Ali,,TR
12753,Emel,Emre,,TR
12756,Tugba,Ozmen,,TR
12757,Ahmet,Emektar,,TR
12758,Sebahattin,Guzel,,TR
12764,Taha,Ulusan,,TR
12765,Kadir,Akman,,TR
12772,Mehmet,Duran,,TR
12773,Mehmet,Cellat,,TR
12776,Sengul,Yurt,,TR
12778,Harun,Tuzlu,,TR
12780,Tunceli,Nisa,,TR
12782,Veysel,Teke,,TR
12784,Osman,Tas,,TR
12786,Kader,Kaya,,TR
12788,Tc,Kaymaz,,TR
12789,Ahmet,Deliler,,TR
12790,Davut,Borekci,,TR
12791,Fahri,Kaplan,,TR
12796,Ceren,Sertkaya,,TR
12801,Asiye,Vardar,,TR
12810,Ahmet,Cesur,,TR
12811,Ismail,Erenoglu,,TR
12812,Sabriye,Yilmaz,,TR
12813,Mehmet,Kundek,,TR
12816,Samet,Demir,,TR
12817,Mustafa,Gecegezer,,TR
12819,Esin,Emre,,TR
12823,Sebahat,Zeybek,,TR
12824,Mehmet,Karadas,,TR
12829,Celal,Yilmaz,,TR
12835,Ensar,Karakaya,,TR
12837,Erdem,Koptur,,TR
12838,Ada,Su,,TR
12841,Veysel,Demir,,TR
12843,Seda,Ozmenhatip,,TR
12845,Muslera,Fernando,,TR
12846,Mert,Koksal,,TR
12847,Songul,Soysal,,TR
12849,Zeynep,Melek,,TR
12852,Nuri,Kaya,,TR
12854,Merve,Kaya,,TR
12856,Metehan,Durak,,TR
12857,Kaan,Arslan,,TR
12858,Erol,Zil,,TR
12861,Ismail,Ulusal,,TR
12863,Ayhan,Kaya,,TR
12868,Derya,Ylmz,,TR
12870,Ahmet,Sezen,,TR
12871,Can,Kerem,,TR
12872,Yener,Dal,,TR
12873,Serkan,Ulu,,TR
12874,Ufuk,Kesici,,TR
12878,Tuncay,Zirek,,TR
12879,Serhan,Soncu,,TR
12882,Hamza,Duman,,TR
12883,Nuri,Aybek,,TR
12884,Fatma,Tunca,,TR
12885,Cem,Elibol,,TR
12886,Ahmet,Temha,,TR
12887,Yasin,Su,,TR
12891,Ilyas,Ceylan,,TR
12893,Berkay,Atay,,TR
12897,Suleyman,Altun,,TR
12899,Mcengiz,Okuducu,,TR
12901,Ahmet,Can,,TR
12902,Nona,Anona,,TR
12903,Yasin,Aytar,,TR
12905,Safa,Alruhh,,TR
12906,Zeki,Totan,,TR
12907,Makbule,Erden,,TR
12908,Ali,Ataseven,,TR
12912,Nuray,Demir,,TR
12913,Memet,Azdar,,TR
12914,Cihan,Atasoy,,TR
12917,Sezai,Aslan,,TR
12920,Mehmet,Cin,,TR
12921,Seyit,Muhammet,,TR
12922,Koray,Can,,TR
12923,Serif,Azizi,,TR
12924,Bekir,Aydin,,TR
12925,Yunus,Ediz,,TR
12926,Muhittin,Dice,,TR
12927,Azat,Karman,,TR
12929,Ilhan,Tombul,,TR
12931,Senel,Unsal,,TR
12933,Mert,Abaka,,TR
12936,Elanur,Namdar,,TR
12937,Damla,Designn,,TR
12939,Erdal,Korkular,,TR
12941,Lutfiye,Mete,,TR
12942,Ersin,Bilgin,,TR
12945,Kerem,Durmaz,,TR
12946,Sevim,Terzi,,TR
12947,Iskender,Guler,,TR
12948,Poyraz,Efe,,TR
12949,Berkan,Eraslan,,TR
12950,Rukiye,Behrem,,TR
12955,Mehmetarif,Ozdin,,TR
12962,Mahmmad,Ali,,TR
12964,Azamatbek,Toyirov,,TR
12966,Servet,Demirel,,TR
12968,Selim,Ay,,TR
12973,Zeynep,Babal,,TR
12974,Eslam,Eslam,,TR
12975,Cem,Ekmen,,TR
12977,Defnenin,Hediyelikleri,,TR
12978,Hatice,Ekici,,TR
12979,Emirhan,Usta,,TR
12980,Okay,Alput,,TR
12992,Nejdet,Bekaroglu,,TR
13000,Sayed,Ghafar,,TR
13001,Ahmet,Fidan,,TR
13006,Yunus,Emre,,TR
13009,Muhammed,Kesser,,TR
13012,Irfan,Karahan,,TR
13015,Ramazan,Oner,,TR
13017,Yadigar,Abur,,TR
13019,Mustafa,Polat,,TR
13023,Emrah,Tuna,,TR
13027,Hikmet,Canikli,,TR
13030,Levent,Durmaz,,TR
13033,Faruk,Tayar,,TR
13034,Sedat,Bozan,,TR
13036,Hafize,Parlak,,TR
13037,Ramazan,Balaban,,TR
13040,Sham,Mahmad,,TR
13043,Selma,Aykut,,TR
13044,Kemal,Turk,,TR
13045,Fatih,Can,,TR
13046,Serpil,Ozarmut,,TR
13051,Bekir,Yerlikayaal,,TR
13053,Talha,Karademir,,TR
13054,Mehmet,Ay,,TR
13057,Cengiz,Karaca,,TR
13058,Ucler,Kocak,,TR
13060,Kemal,Yilmaz,,TR
13064,Volkan,Kuru,,TR
13065,Emin,Gasanov,,TR
13071,Canan,Kuyru,,TR
13072,Eminaslan,Kavak,,TR
13073,Osman,Bostanli,,TR
13074,Yakup,Polat,,TR
13080,Elif,Kaya,,TR
13083,Pejotek,Otomotiv,,TR
13085,Adnan,Altun,,TR
13090,Safiye,Adatepe,,TR
13093,Lubna,Aljaser,,TR
13094,Mehmet,Ali,,TR
13095,Faris,Najjar,,TR
13102,Efecan,Kurt,,TR
13103,Ahmad,Homs,,TR
13105,Fatma,Durmus,,TR
13106,Sara,Sy,,TR
13107,Nuretin,Kumas,,TR
13110,Mehmet,Sucuoglu,,TR
13116,Najm,Rajjoub,,TR
13117,Iman,Serhan,,TR
13118,Hasibe,Dedebali,,TR
13119,Naser,Hafez,,TR
13122,Sema,Bal,,TR
13125,Resmiye,Oner,,TR
13126,Hamza,Aljoure,,TR
13129,Cesim,Alkurtar,,TR
13130,Mesut,Acar,,TR
13136,Mnal,Alali,,TR
13139,Ieman,Sy,,TR
13144,Abdulkerim,Toma,,TR
13148,Samar,Yosef,,TR
13149,Khalil,Ibrahim,,TR
13152,Alaa,Syr,,TR
13155,Merve,Kaya,,TR
13159,Bayram,Butuner,,TR
13166,Mustafa,Bittar,,TR
13173,Kald,Hmdo,,TR
13175,Mohammed,Almatny,,TR
13177,Haled,Almohamd,,TR
13180,Yusuf,Demir,,TR
13181,Mohamad,Omar,,TR
13185,Sameer,Ahmad,,TR
13188,Anas,Nabhan,,TR
13195,Morad,Candan,,TR
13197,Zinetler,Naz,,TR
13198,Seb,Olmez,,TR
13199,Soner,Korkmaz,,TR
13200,Khaled,Alsebai,,TR
13202,Gehad,Jamilah,,TR
13204,Live,Mane,,TR
13209,Behiye,Pertev,,TR
13210,Adam,Madrid,,TR
13211,Arda,Isot,,TR
13212,Saria,Saria,,TR
13214,Mostafa,Barhuom,,TR
13215,Elif,Can,,TR
13217,Basher,Tahhan,,TR
13219,Fidan,Uzunharman,,TR
13221,Omar,Zaid,,TR
13222,Zaher,Da,,TR
13225,Lolo,Lolo,,TR
13228,Mhamd,Mostafa,,TR
13231,Mehmet,Yilmaz,,TR
13237,Shadi,Jnid,,TR
13238,Zead,Mas,,TR
13242,Onur,Toprak,,TR
13243,Ali,Cakir,,TR
13248,Adlbiah,Hara,,TR
13251,Ufuk,Coban,,TR
13253,Alp,Karakaya,,TR
13258,Zeliha,Kasap,,TR
13259,Mahmut,Bulun,,TR
13263,Cansel,Kaplan,,TR
13268,Abdurrahim,Uysal,,TR
13270,Lolitta,Maghribia,,TR
13271,Sahra,Karaman,,TR
13274,Bilal,Keser,,TR
13275,Nazime,Atmaca,,TR
13278,Fatih,Acar,,TR
13281,Cenk,Demirelli,,TR
13282,Nazire,Baydar,,TR
13284,Shazie,Ozturk,,TR
13286,Sevda,Akca,,TR
13289,Ayse,Uguz,,TR
13294,Gulistan,Zennub,,TR
13295,Selma,Bilen,,TR
13296,Ali,Okay,,TR
13297,Amal,Omri,,TR
13298,Aylin,Su,,TR
13300,Can,Ay,,TR
13303,Muhammed,Topakkaya,,TR
13304,Bahar,Eroglu,,TR
13306,Yasemin,Uzel,,TR
13309,Adnan,Dervis,,TR
13313,Enver,Gonca,,TR
13314,Bahar,Aya,,TR
13317,Halil,Ibrahim,,TR
13320,Sahin,Unutkan,,TR
13323,Saliha,Vatansever,,TR
13324,Ahmet,Kurtoglu,,TR
13325,Zehra,Kaya,,TR
13329,Seyfettin,Kahraman,,TR
13331,Su,Vatan,,TR
13334,Ozan,Para,,TR
13335,Mesut,Buara,,TR
13338,Zahide,Zahide,,TR
13340,Kardelen,Ay,,TR
13341,Mohammed,Sancak,,TR
13343,Nurcan,Gider,,TR
13347,Nedim,Ulusoy,,TR
13351,Aboud,Hamoud,,TR
13355,Ayhan,Bozkurt,,TR
13361,Aya,Syr,,TR
13364,Fatih,Tnt,,TR
13365,Okan,Akyuva,,TR
13366,Suat,Dogan,,TR
13367,Navvar,Hanise,,TR
13369,Osman,Yazman,,TR
13370,Salim,Boyar,,TR
13373,Halide,Meral,,TR
13375,Metin,Eraslan,,TR
13378,Yusuf,Tasoglu,,TR
13379,Muammer,Uysal,,TR
13392,Muhammed,Arslan,,TR
13395,Halil,Aycicek,,TR
13397,Yenal,Uysal,,TR
13398,Sultan,Sltn,,TR
13399,Mahmut,Dalbun,,TR
13402,Emmanuel,Fotie,,TR
13405,Mehmet,Hamza,,TR
13406,Hasan,Attar,,TR
13408,Hatice,Ozcan,,TR
13411,Reham,Ahmad,,TR
13412,Derda,Karadogan,,TR
13414,Salah,Salah,,TR
13415,Selim,Kaba,,TR
13417,Seyhan,Demir,,TR
13419,Abdullah,Coksu,,TR
13421,Zelal,Erdem,,TR
13424,Serecettin,Almas,,TR
13425,Onur,Bozkurt,,TR
13427,Ali,Topcu,,TR
13429,Muhammed,Suleyman,,TR
13432,Ayfer,Polat,,TR
13433,Ali,Demir,,TR
13437,Bektas,Remzi,,TR
13439,Gizem,Ay,,TR
13442,Pinar,Tepeoren,,TR
13443,Vamza,Aymam,,TR
13445,Serva,Gozel,,TR
13449,Sultan,Gunduzoglu,,TR
13452,Nursel,Arslan,,TR
13453,Yunus,Duru,,TR
13454,Zeynep,Demir,,TR
13457,Yigit,Guven,,TR
13458,Guti,Can,,TR
13459,Ihsan,Lale,,TR
13462,Hucan,Hucan,,TR
13466,Ali,Yunes,,TR
13467,Halim,Alpman,,TR
13468,Ayhan,Altun,,TR
13469,Levent,Cakar,,TR
13470,Sevgi,Can,,TR
13472,Melek,Boz,,TR
13477,Mahmud,Faris,,TR
13479,Millie,Brown,,TR
13480,Bahaa,Najjar,,TR
13487,Cengiz,Han,,TR
13491,Alparslan,Turanli,,TR
13495,Davut,Nayir,,TR
13499,Sevket,Sevgili,,TR
13500,Mustafa,Bayrak,,TR
13502,Sadan,Topaaloglu,,TR
13503,Ali,Aktas,,TR
13504,Muna,Hasan,,TR
13505,Muammer,Konuk,,TR
13506,Fikriye,Erkaya,,TR
13507,Emin,Kirgiz,,TR
13508,Mehmet,Turan,,TR
13509,Ali,Aktaa,,TR
13511,Ahmet,Avcu,,TR
13513,Yunus,Sezer,,TR
13521,Mira,Kate,,TR
13522,Memet,Aric,,TR
13524,Erol,Er,,TR
13527,Ilyas,Han,,TR
13532,Mert,Mert,,TR
13535,Ali,Kerem,,TR
13539,Enderman,Minecraft,,TR
13544,Hasim,Gunay,,TR
13546,Kaan,Kepenek,,TR
13548,Ihsan,Butt,,TR
13549,Ketevan,Tavartkiladze,,TR
13550,Cagla,Katilmis,,TR
13551,Serpil,Palaz,,TR
13554,Davut,Bozaba,,TR
13555,Saad,Saad,,TR
13556,Sedat,Bilgili,,TR
13557,Enes,Manas,,TR
13558,Yusuf,Fatsa,,TR
13559,Ilyaz,Grbz,,TR
13560,Hasan,Demir,,TR
13562,Veli,Parlak,,TR
13564,Hasan,Denli,,TR
13565,Arahim,Bukan,,TR
13567,Oktay,Kucukoner,,TR
13568,Ahmed,Elias,,TR
13569,Mar,Arm,,TR
13571,Selma,Celik,,TR
13575,Hidayet,Gocmen,,TR
13580,Ali,Akkan,,TR
13581,Ercan,Kaya,,TR
13588,Ekrem,Temel,,TR
13589,Gazi,Imrek,,TR
13590,Aslan,Durucan,,TR
13591,Mustafa,Karpuz,,TR
13592,Tugberk,Yilmaz,,TR
13593,Fatma,Aykut,,TR
13600,Halim,Ertek,,TR
13601,Hasretim,Sana,,TR
13603,Semo,Alteb,,TR
13605,Ahmet,Yunus,,TR
13610,Yeter,Oral,,TR
13612,Derin,Ucak,,TR
13613,Emirhan,Eken,,TR
13614,Selcuk,Can,,TR
13615,Hasan,Gevanli,,TR
13616,Cem,Kara,,TR
13617,Adil,Bitkin,,TR
13618,Vural,Vural,,TR
13622,Abbas,Becerikli,,TR
13623,Kadir,Kayaalp,,TR
13628,Hayel,Yasamak,,TR
13629,Onur,Kaban,,TR
